ID,Area,AFR,LastAge,Censored,Year,Age,Mortality,Reproduced,LBS,ELF3
1,F,14,26,1,12,5,0,0,1,1
2,G,29,36,1,6,5,0,0,2,0
3,B,19,53,0,1,5,0,0,9,0
4,G,24,49,1,6,5,0,0,4,0
5,B,18,46,1,8,5,0,0,5,1
6,B,21,53,1,7,5,0,0,2,0
7,F,17,46,0,7,5,0,0,5,1
8,F,22,47,1,7,5,0,0,4,0
9,E,19,53,1,7,5,0,0,6,0
10,E,19,45,0,7,5,0,0,5,0
11,E,15,45,0,8,5,0,0,6,1
12,G,16,48,1,7,5,0,0,7,1
13,E,23,23,1,8,5,0,0,1,0
14,D,16,31,0,9,5,0,0,2,1
15,G,18,51,1,9,5,0,0,5,1
16,D,15,29,1,9,5,0,0,4,1
17,D,14,46,1,9,5,0,0,7,1
18,H,20,33,1,9,5,0,0,3,0
19,H,15,51,1,9,5,0,0,6,2
20,C,32,51,1,9,5,0,0,1,0
21,G,18,26,0,10,5,0,0,1,1
22,G,18,28,0,9,5,0,0,4,1
23,F,17,38,1,7,5,0,0,5,1
24,F,11,46,1,9,5,0,0,10,2
25,F,15,51,1,9,5,0,0,10,1
26,G,17,52,1,8,5,0,0,6,1
27,D,17,37,0,7,5,0,0,2,1
28,D,13,51,1,8,5,0,0,8,1
29,G,17,46,0,8,5,0,0,3,1
30,G,28,48,0,9,5,0,0,2,0
31,H,18,36,1,5,5,0,0,5,1
32,D,14,35,0,7,5,0,0,3,1
33,E,18,44,0,9,5,0,0,4,1
34,E,21,52,1,8,5,0,0,7,0
35,F,17,51,1,9,5,0,0,6,1
36,F,16,51,1,9,5,0,0,4,1
37,H,20,53,1,7,5,0,0,2,0
38,H,18,49,0,8,5,0,0,6,1
39,B,34,43,0,8,5,0,0,3,0
40,D,14,33,0,8,5,0,0,4,1
41,G,33,33,1,9,5,0,0,1,0
42,F,34,51,1,9,5,0,0,3,0
43,H,18,49,1,11,5,0,0,5,1
44,F,22,45,0,10,5,0,0,4,0
45,G,21,40,0,9,5,0,0,3,0
46,G,15,49,1,11,5,0,0,3,1
47,E,19,32,1,10,5,0,0,3,0
48,E,22,50,1,10,5,0,0,5,0
49,G,14,42,1,8,5,0,0,4,1
50,G,18,29,0,10,5,0,0,1,1
51,F,16,38,0,11,5,0,0,4,1
52,F,24,38,0,11,5,0,0,1,0
53,F,19,42,0,10,5,0,0,3,0
54,E,17,46,0,12,5,0,0,5,1
55,G,17,47,0,10,5,0,0,3,1
56,G,19,49,1,11,5,0,0,1,0
57,G,14,35,0,11,5,0,0,3,2
58,G,19,30,0,10,5,0,0,1,0
59,G,14,37,1,11,5,0,0,5,2
60,F,25,35,0,11,5,0,0,2,0
61,G,13,25,0,11,5,0,0,3,2
62,H,13,38,0,11,5,0,0,5,2
63,F,15,17,0,10,5,0,0,1,1
64,G,14,47,1,12,5,0,0,4,1
65,G,20,51,1,9,5,0,0,6,0
66,G,19,48,1,12,5,0,0,8,0
67,D,16,34,1,11,5,0,0,4,2
68,A,28,48,1,12,5,0,0,4,0
69,G,45,45,1,12,5,0,0,1,0
70,G,19,47,0,11,5,0,0,5,0
71,G,21,50,1,10,5,0,0,1,0
72,G,19,41,1,11,5,0,0,5,0
73,G,24,39,1,12,5,0,0,4,0
74,F,20,49,1,11,5,0,0,4,0
75,F,21,45,0,11,5,0,0,2,0
76,G,24,45,0,12,5,0,0,1,0
77,F,13,48,1,12,5,0,0,2,2
78,F,20,48,1,12,5,0,0,3,0
79,G,26,47,1,13,5,0,0,4,0
80,E,24,48,1,12,5,0,0,1,0
81,B,19,48,1,12,5,0,0,3,0
82,F,15,49,1,11,5,0,0,7,1
83,H,11,11,1,22,5,0,0,1,1
84,F,18,48,1,12,5,0,0,5,1
85,B,21,50,1,10,5,0,0,4,0
86,F,14,48,1,12,5,0,0,7,2
87,B,22,26,0,13,5,0,0,1,0
88,H,15,37,0,14,5,0,0,3,1
89,G,17,43,1,12,5,0,0,6,1
90,D,16,43,1,12,5,0,0,5,1
91,G,15,44,0,11,5,0,0,7,1
92,F,17,39,0,13,5,0,0,6,1
93,F,13,23,0,13,5,0,0,2,1
94,G,7,15,0,15,5,0,0,1,1
95,B,20,47,1,13,5,0,0,3,0
96,E,21,51,1,9,5,0,0,3,0
97,E,30,45,1,15,5,0,0,3,0
98,E,27,32,0,14,5,0,0,1,0
99,E,13,46,1,14,5,0,0,1,1
100,G,15,42,1,12,5,0,0,8,2
101,G,14,22,1,14,5,0,0,2,1
102,G,13,24,0,14,5,0,0,2,1
103,G,19,19,1,15,5,0,0,1,0
104,E,27,27,1,15,5,0,0,1,0
105,F,19,45,1,15,5,0,0,4,0
106,E,28,44,1,16,5,0,0,2,0
107,F,22,44,1,16,5,0,0,4,0
108,F,26,45,1,15,5,0,0,4,0
109,E,19,45,1,15,5,0,0,4,0
110,H,19,45,1,15,5,0,0,5,0
111,G,38,45,1,15,5,0,0,1,0
112,G,9,42,0,14,5,0,0,7,2
113,G,41,48,0,14,5,0,0,2,0
114,G,20,35,1,11,5,0,0,3,0
115,G,16,26,0,14,5,0,0,2,1
116,F,22,30,1,15,5,0,0,3,0
117,G,27,45,1,15,5,0,0,1,0
118,G,14,40,0,15,5,0,0,5,2
119,F,19,46,1,14,5,0,0,2,0
120,F,16,35,1,14,5,0,0,3,1
121,F,20,36,1,15,5,0,0,4,0
122,F,17,45,1,15,5,0,0,2,1
123,E,24,44,1,16,5,0,0,2,0
124,E,25,44,1,16,5,0,0,2,0
125,E,16,44,1,16,5,0,0,4,1
126,G,19,39,1,15,5,0,0,5,0
127,D,17,45,1,15,5,0,0,5,1
128,G,15,31,0,16,5,0,0,4,2
129,F,21,41,1,16,5,0,0,6,0
130,F,19,44,1,16,5,0,0,5,0
131,F,20,37,0,16,5,0,0,3,0
132,G,23,44,1,16,5,0,0,3,0
133,G,25,36,0,15,5,0,0,2,0
134,F,20,32,0,16,5,0,0,2,0
135,F,22,44,1,16,5,0,0,1,0
136,F,27,45,1,15,5,0,0,2,0
137,F,19,43,1,17,5,0,0,4,0
138,F,32,32,1,17,5,0,0,1,0
139,G,16,46,1,14,5,0,0,8,1
140,G,26,30,0,16,5,0,0,1,0
141,G,15,42,1,15,5,0,0,7,1
142,F,22,45,1,15,5,0,0,3,0
143,G,17,25,0,16,5,0,0,3,1
144,F,16,19,0,16,5,0,0,1,1
145,F,18,44,1,16,5,0,0,5,1
146,F,17,43,1,17,5,0,0,2,1
147,G,18,18,1,15,5,0,0,1,1
148,G,18,45,1,15,5,0,0,5,1
149,G,14,38,1,15,5,0,0,4,1
150,G,13,35,1,16,5,0,0,4,2
151,G,14,34,1,15,5,0,0,4,1
152,E,26,43,1,17,5,0,0,3,0
153,E,22,43,1,17,5,0,0,1,0
154,G,22,43,1,17,5,0,0,5,0
155,G,26,42,1,18,5,0,0,2,0
156,F,43,43,1,17,5,0,0,1,0
157,F,27,43,1,17,5,0,0,2,0
158,G,22,40,1,17,5,0,0,4,0
159,H,16,42,0,17,5,0,0,6,1
160,H,17,43,1,17,5,0,0,5,1
161,F,24,43,1,17,5,0,0,3,0
162,G,34,37,0,16,5,0,0,1,0
163,G,18,40,0,17,5,0,0,6,1
164,G,15,43,1,17,5,0,0,7,1
165,H,23,40,0,17,5,0,0,4,0
166,F,16,32,0,17,5,0,0,4,1
167,F,18,25,0,17,5,0,0,2,1
168,G,17,39,1,16,5,0,0,6,1
169,G,28,28,1,18,5,0,0,1,0
170,B,19,43,1,17,5,0,0,4,0
171,F,21,38,0,16,5,0,0,1,0
172,F,15,43,1,17,5,0,0,5,1
173,F,19,41,1,17,5,0,0,6,0
174,F,17,44,1,16,5,0,0,5,1
175,G,24,40,0,17,5,0,0,4,0
176,H,16,42,1,18,5,0,0,4,1
177,H,18,42,1,18,5,0,0,3,1
178,G,15,36,1,17,5,0,0,2,1
179,F,25,42,1,18,5,0,0,3,0
180,E,20,42,1,18,5,0,0,4,0
181,F,20,41,1,19,5,0,0,2,0
182,G,26,42,1,18,5,0,0,1,0
183,G,18,26,1,19,5,0,0,2,1
184,E,22,41,1,19,5,0,0,2,0
185,E,25,41,1,19,5,0,0,2,0
186,B,17,41,1,19,5,0,0,6,1
187,F,16,36,0,19,5,0,0,4,1
188,F,13,34,1,19,5,0,0,6,2
189,F,20,34,0,19,5,0,0,4,0
190,F,12,35,0,19,5,0,0,4,2
191,F,19,25,0,20,5,0,0,2,0
192,F,18,41,1,19,5,0,0,4,1
193,F,16,41,1,19,5,0,0,5,1
194,G,13,33,1,18,5,0,0,4,1
195,G,16,29,1,19,5,0,0,3,1
196,G,24,42,1,18,5,0,0,3,0
197,G,22,41,1,19,5,0,0,2,0
198,H,15,41,1,19,5,0,0,6,1
199,F,25,41,1,19,5,0,0,1,0
200,E,24,41,1,19,5,0,0,3,0
201,E,32,46,1,14,5,0,0,1,0
202,E,22,40,1,20,5,0,0,1,0
203,E,39,40,1,20,5,0,0,1,0
204,E,19,40,1,20,5,0,0,4,0
205,E,38,40,1,20,5,0,0,1,0
206,G,29,35,0,20,5,0,0,1,0
207,G,16,42,1,18,5,0,0,2,1
208,G,18,40,1,20,5,0,0,2,1
209,E,21,40,1,20,5,0,0,4,0
210,G,16,28,1,19,5,0,0,3,1
211,F,18,35,0,20,5,0,0,3,1
212,B,19,38,0,20,5,0,0,5,0
213,E,24,40,1,20,5,0,0,4,0
214,G,15,40,1,20,5,0,0,4,1
215,F,21,40,1,20,5,0,0,4,0
216,F,29,29,1,20,5,0,0,1,0
217,E,30,40,1,20,5,0,0,2,0
218,G,16,40,1,20,5,0,0,2,1
219,B,18,40,1,20,5,0,0,5,1
220,F,10,39,1,21,5,0,0,8,2
221,F,19,22,0,21,5,0,0,2,0
222,F,14,39,1,21,5,0,0,3,1
223,G,16,29,1,21,5,0,0,4,1
224,G,15,39,1,21,5,0,0,5,1
225,B,15,39,1,21,5,0,0,1,1
226,H,16,39,1,21,5,0,0,4,1
227,E,27,31,0,21,5,0,0,1,0
228,E,28,28,1,21,5,0,0,1,0
229,F,23,23,1,21,5,0,0,1,0
230,E,20,39,1,21,5,0,0,3,0
231,E,20,38,1,22,5,0,0,3,0
232,E,33,37,1,23,5,0,0,2,0
233,B,19,38,1,22,5,0,0,3,0
234,G,18,38,1,22,5,0,0,4,1
235,F,22,36,0,22,5,0,0,2,0
236,F,22,37,1,23,5,0,0,3,0
237,G,20,38,1,22,5,0,0,4,0
238,G,21,38,1,22,5,0,0,2,0
239,A,13,38,1,22,5,0,0,2,1
240,B,17,38,1,22,5,0,0,6,1
241,H,20,38,1,22,5,0,0,4,0
242,H,17,25,0,22,5,0,0,2,1
243,G,5,32,0,27,5,0,1,3,1
244,G,13,37,1,23,5,0,0,3,1
245,E,12,27,1,29,5,0,0,4,2
246,G,26,37,1,23,5,0,0,1,0
247,G,19,37,1,23,5,0,0,3,0
248,G,17,17,1,23,5,0,0,1,1
249,E,29,36,1,24,5,0,0,1,0
250,E,18,36,1,24,5,0,0,3,1
251,E,31,37,1,23,5,0,0,1,0
252,H,18,37,1,23,5,0,0,3,1
253,B,10,37,0,21,5,0,0,3,1
254,D,21,39,1,21,5,0,0,3,0
255,E,26,35,1,25,5,0,0,3,0
256,E,22,35,1,25,5,0,0,2,0
257,G,20,35,1,25,5,0,0,2,0
258,G,20,35,1,25,5,0,0,5,0
259,F,7,8,0,24,5,0,0,1,1
260,E,26,35,1,25,5,0,0,2,0
261,E,19,35,1,25,5,0,0,3,0
262,E,19,35,1,25,5,0,0,4,0
263,A,34,36,1,24,5,0,0,2,0
264,F,29,35,1,25,5,0,0,1,0
265,F,19,35,1,25,5,0,0,3,0
266,F,26,34,1,26,5,0,0,2,0
267,G,19,22,0,26,5,0,0,1,0
268,E,22,36,1,24,5,0,0,1,0
269,H,20,36,1,24,5,0,0,1,0
270,E,26,34,1,26,5,0,0,1,0
271,E,23,34,1,26,5,0,0,2,0
272,E,18,34,1,26,5,0,0,2,1
273,G,18,27,1,26,5,0,0,2,1
274,G,20,28,0,26,5,0,0,2,0
275,E,17,39,1,21,5,0,0,4,1
276,F,16,34,1,26,5,0,0,1,1
277,F,16,34,1,26,5,0,0,4,2
278,E,23,34,1,26,5,0,0,1,0
279,E,24,34,1,26,5,0,0,2,0
280,E,23,34,1,26,5,0,0,2,0
281,G,15,30,0,27,5,0,0,3,1
282,G,17,34,1,26,5,0,0,5,1
283,G,19,37,1,23,5,0,0,1,0
284,D,12,34,1,26,5,0,0,4,1
285,D,13,21,0,26,5,0,0,1,1
286,D,18,34,1,26,5,0,0,2,1
287,D,13,23,1,25,5,0,0,3,1
288,G,24,37,1,23,5,0,0,1,0
289,G,17,33,1,27,5,0,0,3,1
290,G,17,32,1,28,5,0,0,2,1
291,E,31,33,1,27,5,0,0,1,0
292,G,18,29,0,27,5,0,0,2,1
293,G,19,32,1,28,5,0,0,2,0
294,E,26,34,1,26,5,0,0,1,0
295,E,22,33,1,27,5,0,0,3,0
296,F,18,28,0,27,5,0,0,2,1
297,F,22,33,1,27,5,0,0,1,0
298,F,18,33,1,27,5,0,0,2,1
299,F,20,33,1,27,5,0,0,1,0
300,G,8,10,0,27,5,0,0,1,1
301,G,18,30,1,28,5,0,0,3,1
302,H,17,31,1,29,5,0,0,3,1
303,H,22,32,1,28,5,0,0,2,0
304,B,25,32,1,28,5,0,0,3,0
305,G,15,31,1,29,5,0,0,5,2
306,G,27,31,1,29,5,0,0,2,0
307,G,11,31,1,29,5,0,0,4,2
308,G,10,17,0,29,5,0,0,2,2
309,G,25,32,1,28,5,0,0,1,0
310,G,18,31,1,29,5,0,0,2,1
311,G,26,33,0,28,5,0,0,1,0
312,B,24,32,1,28,5,0,0,1,0
313,B,26,33,1,27,5,0,0,1,0
314,D,12,21,1,39,5,0,0,1,1
315,H,21,30,1,30,5,0,0,2,0
316,H,23,31,1,29,5,0,0,1,0
317,G,23,31,1,29,5,0,0,1,0
318,G,17,31,1,29,5,0,0,2,1
319,G,22,31,1,29,5,0,0,2,0
320,G,16,31,1,29,5,0,0,4,1
321,G,19,31,1,29,5,0,0,3,0
322,E,22,31,1,29,5,0,0,3,0
323,E,22,31,1,29,5,0,0,3,0
324,E,23,23,1,29,5,0,0,1,0
325,G,27,30,1,30,5,0,0,1,0
326,G,28,28,1,29,5,0,0,1,0
327,E,23,31,1,29,5,0,0,1,0
328,F,17,32,1,28,5,0,0,2,1
329,G,20,31,1,29,5,0,0,3,0
330,G,17,31,1,29,5,0,0,4,1
331,E,17,30,1,30,5,0,0,1,1
332,G,17,30,1,30,5,0,0,2,1
333,F,19,30,1,30,5,0,0,1,0
334,B,20,31,1,29,5,0,0,3,0
335,G,19,23,0,30,5,0,0,1,0
336,H,21,31,1,29,5,0,0,3,0
337,G,17,30,1,30,5,0,0,2,1
338,F,14,24,0,29,5,0,0,3,2
339,G,19,29,1,31,5,0,0,3,0
340,E,25,28,1,32,5,0,0,1,0
341,H,13,27,0,31,5,0,0,1,1
342,F,10,28,1,32,5,0,0,3,1
343,G,15,28,1,32,5,0,0,1,1
344,B,11,14,0,30,5,0,0,1,1
345,F,17,28,1,32,5,0,0,2,1
346,E,28,28,1,32,5,0,0,1,0
347,G,12,28,1,32,5,0,0,4,2
348,G,16,27,1,33,5,0,0,3,1
349,C,16,28,1,32,5,0,0,3,1
350,E,22,26,1,34,5,0,0,2,0
351,G,18,27,1,33,5,0,0,2,1
352,G,16,28,1,32,5,0,0,1,1
353,G,22,27,1,33,5,0,0,1,0
354,D,18,27,1,33,5,0,0,1,1
355,E,22,22,1,35,5,0,0,1,0
356,G,18,26,1,34,5,0,0,2,1
357,G,17,26,0,34,5,0,0,1,1
358,G,13,25,1,35,5,0,0,3,2
359,H,24,28,1,32,5,0,0,1,0
360,H,26,26,1,34,5,0,0,1,0
361,G,17,25,1,35,5,0,0,2,1
362,G,17,25,1,35,5,0,0,2,1
363,E,22,25,1,35,5,0,0,1,0
364,G,21,25,1,35,5,0,0,1,0
365,G,21,25,1,35,5,0,0,2,0
366,G,16,19,0,35,5,0,0,2,1
367,E,24,24,1,36,5,0,0,1,0
368,E,22,24,1,36,5,0,0,1,0
369,G,19,24,1,36,5,0,0,1,0
370,G,14,24,1,36,5,0,0,2,1
371,H,21,25,1,35,5,0,0,2,0
372,G,22,25,1,35,5,0,0,1,0
373,G,18,24,1,36,5,0,0,1,1
374,G,21,24,1,36,5,0,0,1,0
375,G,21,24,1,36,5,0,0,1,0
376,G,15,24,1,36,5,0,0,2,1
377,G,20,23,1,37,5,0,0,1,0
378,B,18,24,1,36,5,0,0,2,1
379,H,17,23,1,37,5,0,0,2,1
380,G,17,24,1,36,5,0,0,3,1
381,G,13,23,1,37,5,0,0,3,2
382,G,14,22,1,38,5,0,0,2,1
383,G,17,22,1,38,5,0,0,1,1
384,G,15,23,1,37,5,0,0,3,2
385,H,20,27,1,33,5,0,0,2,0
386,H,18,26,1,34,5,0,0,1,1
387,H,15,27,1,33,5,0,0,2,1
388,G,23,27,1,33,5,0,0,1,0
389,G,15,19,0,39,5,0,0,1,1
390,B,13,21,1,39,5,0,0,4,2
391,G,19,19,0,39,5,0,0,1,0
392,G,19,21,1,39,5,0,0,2,0
393,G,18,27,1,33,5,0,0,2,1
394,F,23,35,1,25,5,0,0,2,0
395,F,13,27,1,33,5,0,0,2,2
396,F,14,28,1,32,5,0,0,2,2
397,F,20,28,1,32,5,0,0,1,0
398,F,15,22,1,38,5,0,0,1,1
399,G,21,21,1,39,5,0,0,1,0
400,G,18,21,1,39,5,0,0,1,1
401,G,16,21,1,39,5,0,0,2,1
402,B,20,20,1,40,5,0,0,1,0
403,G,14,20,1,40,5,0,0,1,1
404,F,14,27,1,33,5,0,0,2,1
405,F,17,29,0,32,5,0,0,2,1
406,F,18,26,0,33,5,0,0,1,1
407,F,15,28,1,32,5,0,0,2,1
408,G,14,24,1,36,5,0,0,2,1
409,E,19,19,1,41,5,0,0,1,0
410,C,16,18,1,42,5,0,0,1,1
411,E,16,18,1,42,5,0,0,1,1
412,F,15,15,1,45,5,0,0,1,1
413,G,19,19,1,41,5,0,0,1,0
414,G,13,14,1,46,5,0,0,1,1
415,G,8,10,1,50,5,0,0,1,1
